DateTime,Open,High,Low,Close,Volume
2026-06-17 10:30,0.429909,0.429909,0.429909,0.429909,0
2026-06-17 10:40,0.240484,0.240484,0.240484,0.240484,0
2026-06-17 10:45,0.365867,0.365867,0.365867,0.365867,0
2026-06-17 10:55,0.375191,0.375191,0.375191,0.375191,0
2026-06-17 11:00,0.371671,0.371671,0.371671,0.371671,0
2026-06-17 11:10,0.371893,0.371893,0.371893,0.371893,0
2026-06-17 11:15,0.241719,0.241719,0.241719,0.241719,0
2026-06-17 11:25,0.242106,0.242106,0.242106,0.242106,0
2026-06-17 11:30,0.364677,0.364677,0.364677,0.364677,0
2026-06-17 11:40,0.242034,0.242034,0.242034,0.242034,0
2026-06-17 11:45,0.242084,0.242084,0.242084,0.242084,0
2026-06-17 11:55,0.346759,0.346759,0.346759,0.346759,0
2026-06-17 12:00,0.340239,0.340239,0.340239,0.340239,0
2026-06-17 12:10,0.350225,0.350225,0.350225,0.350225,0
2026-06-17 12:15,0.343141,0.343141,0.343141,0.343141,0
2026-06-17 12:20,0.339062,0.339062,0.339062,0.339062,0
2026-06-17 12:30,0.348389,0.348389,0.348389,0.348389,0
2026-06-17 12:40,0.348702,0.348702,0.348702,0.348702,0
2026-06-17 12:45,0.241767,0.241767,0.241767,0.241767,0
2026-06-17 12:50,0.241787,0.241787,0.241787,0.241787,0
2026-06-17 12:55,0.241845,0.241845,0.241845,0.241845,0
2026-06-17 13:00,0.361558,0.361558,0.361558,0.361558,0
2026-06-17 13:10,0.361718,0.361718,0.361718,0.361718,0
2026-06-17 13:15,0.361912,0.361912,0.361912,0.361912,0
2026-06-17 13:30,0.372242,0.372242,0.372242,0.372242,0
2026-06-17 13:40,0.239029,0.239029,0.239029,0.239029,0
2026-06-17 13:45,0.363610,0.363610,0.363610,0.363610,0
2026-06-17 13:55,0.367751,0.367751,0.367751,0.367751,0
2026-06-17 14:00,0.402869,0.402869,0.402869,0.402869,0
2026-06-17 14:10,0.402201,0.402201,0.402201,0.402201,0
2026-06-17 14:20,0.411303,0.411303,0.411303,0.411303,0
2026-06-17 14:30,0.328021,0.328021,0.328021,0.328021,0
2026-06-17 14:40,0.244029,0.244029,0.244029,0.244029,0
2026-06-17 14:50,0.558230,0.558230,0.558230,0.558230,0
2026-06-17 14:55,0.224893,0.224893,0.224893,0.224893,0
2026-06-17 15:00,0.321399,0.321399,0.321399,0.321399,0
2026-06-17 15:10,0.627292,0.627292,0.627292,0.627292,0
2026-06-17 15:20,0.635508,0.635508,0.635508,0.635508,0
2026-06-17 15:30,0.284499,0.284499,0.284499,0.284499,0
2026-06-17 15:40,0.607707,0.607707,0.607707,0.607707,0
2026-06-17 15:50,0.266621,0.266621,0.266621,0.266621,0
2026-06-17 16:00,0.258939,0.258939,0.258939,0.258939,0
2026-06-17 16:05,0.260971,0.260971,0.260971,0.260971,0
