LIVE,30086.71,35576075,POS
LIVE,29840.20,-18779638,NEG
LIVE,30251.05,14050083,POS
LIVE,29634.77,-13822058,NEG
LIVE,29593.69,-12028008,NEG
LIVE,29716.94,-10065940,NEG
LIVE,30127.80,9018954,POS
LIVE,30209.97,8928792,POS
LIVE,29963.45,-8103434,NEG
LIVE,29881.28,-6230859,NEG
LIVE,30004.54,5631226,POS
LIVE,30168.88,5529756,POS
LIVE,29758.03,-5416970,NEG
LIVE,29675.86,-5366344,NEG
LIVE,30292.14,4593446,POS
LIVE,29922.37,-4048428,NEG
LIVE,30333.22,3886813,POS
LIVE,29799.11,-3779186,NEG
LIVE,29552.60,-3479396,NEG
LIVE,29470.43,-3194749,NEG
LIVE,30456.48,3141641,POS
LIVE,29429.35,-2720579,NEG
LIVE,30374.31,1996445,POS
LIVE,29511.52,-1547527,NEG
LIVE,29388.26,-1352940,NEG
