LIVE,7536.21,-82443863,NEG
LIVE,7556.25,61480228,POS
LIVE,7546.23,50783629,POS
LIVE,7566.27,38756577,POS
LIVE,7486.09,-30526165,NEG
LIVE,7506.14,-22562710,NEG
LIVE,7586.32,21342609,POS
LIVE,7576.30,21009281,POS
LIVE,7516.16,-15267246,NEG
LIVE,7526.18,-13287533,NEG
LIVE,7435.98,-11148222,NEG
LIVE,7476.07,-10859220,NEG
LIVE,7596.34,9052689,POS
LIVE,7496.12,-8980766,NEG
LIVE,7456.02,-6622020,NEG
LIVE,7466.05,-4952118,NEG
LIVE,7415.93,-4832870,NEG
LIVE,7636.43,4328783,POS
LIVE,7606.37,4080677,POS
LIVE,7616.39,3857078,POS
LIVE,7446.00,-3453358,NEG
LIVE,7626.41,2289817,POS
LIVE,7425.96,-2183538,NEG
LIVE,7375.84,-1818180,NEG
LIVE,7656.48,1300545,POS
