LIVE,4488.56,5031342,POS
LIVE,4477.48,3689310,POS
LIVE,4510.73,1869443,POS
LIVE,4433.15,-1422771,NEG
LIVE,4521.81,1333068,POS
LIVE,4466.39,1226928,POS
LIVE,4543.97,1192597,POS
LIVE,4499.64,868201,POS
LIVE,4532.89,858495,POS
LIVE,4621.55,605937,POS
LIVE,4422.06,-590613,NEG
LIVE,4566.14,348221,POS
LIVE,4322.32,-324238,NEG
LIVE,4555.06,306385,POS
LIVE,4388.81,-267006,NEG
LIVE,4399.90,-266424,NEG
LIVE,4377.73,-243155,NEG
LIVE,4410.98,-236218,NEG
LIVE,4610.47,234783,POS
LIVE,4577.22,227793,POS
LIVE,4599.39,167184,POS
LIVE,4333.40,-123802,NEG
LIVE,4444.23,-122040,NEG
LIVE,4289.07,-93973,NEG
LIVE,4654.80,84996,POS
