DateTime,Open,High,Low,Close,Volume
2026-06-17 10:30,0.308234,0.308234,0.308234,0.308234,0
2026-06-17 10:40,0.339850,0.339850,0.339850,0.339850,0
2026-06-17 10:45,0.344304,0.344304,0.344304,0.344304,0
2026-06-17 10:55,0.345753,0.345753,0.345753,0.345753,0
2026-06-17 11:00,0.381486,0.381486,0.381486,0.381486,0
2026-06-17 11:10,0.359542,0.359542,0.359542,0.359542,0
2026-06-17 11:15,0.365094,0.365094,0.365094,0.365094,0
2026-06-17 11:25,0.344565,0.344565,0.344565,0.344565,0
2026-06-17 11:30,0.343233,0.343233,0.343233,0.343233,0
2026-06-17 11:40,0.341060,0.341060,0.341060,0.341060,0
2026-06-17 11:45,0.370459,0.370459,0.370459,0.370459,0
2026-06-17 11:55,0.353180,0.353180,0.353180,0.353180,0
2026-06-17 12:00,0.360091,0.360091,0.360091,0.360091,0
2026-06-17 12:10,0.357390,0.357390,0.357390,0.357390,0
2026-06-17 12:15,0.370816,0.370816,0.370816,0.370816,0
2026-06-17 12:20,0.370418,0.370418,0.370418,0.370418,0
2026-06-17 12:30,0.359910,0.359910,0.359910,0.359910,0
2026-06-17 12:40,0.363285,0.363285,0.363285,0.363285,0
2026-06-17 12:45,0.364727,0.364727,0.364727,0.364727,0
2026-06-17 12:50,0.370912,0.370912,0.370912,0.370912,0
2026-06-17 12:55,0.374910,0.374910,0.374910,0.374910,0
2026-06-17 13:00,0.377440,0.377440,0.377440,0.377440,0
2026-06-17 13:10,0.377770,0.377770,0.377770,0.377770,0
2026-06-17 13:15,0.390701,0.390701,0.390701,0.390701,0
2026-06-17 13:30,0.424998,0.424998,0.424998,0.424998,0
2026-06-17 13:40,0.426525,0.426525,0.426525,0.426525,0
2026-06-17 13:45,0.407472,0.407472,0.407472,0.407472,0
2026-06-17 13:55,0.426361,0.426361,0.426361,0.426361,0
2026-06-17 14:00,0.537542,0.537542,0.537542,0.537542,0
2026-06-17 14:10,0.623415,0.623415,0.623415,0.623415,0
2026-06-17 14:20,0.485894,0.485894,0.485894,0.485894,0
2026-06-17 14:30,0.458467,0.458467,0.458467,0.458467,0
2026-06-17 14:40,0.416493,0.416493,0.416493,0.416493,0
2026-06-17 14:50,0.480748,0.480748,0.480748,0.480748,0
2026-06-17 14:55,0.528507,0.528507,0.528507,0.528507,0
2026-06-17 15:00,0.810766,0.810766,0.810766,0.810766,0
2026-06-17 15:10,0.331297,0.331297,0.331297,0.331297,0
2026-06-17 15:20,0.476471,0.476471,0.476471,0.476471,0
2026-06-17 15:30,0.413466,0.413466,0.413466,0.413466,0
2026-06-17 15:40,0.356824,0.356824,0.356824,0.356824,0
2026-06-17 15:50,0.368441,0.368441,0.368441,0.368441,0
2026-06-17 16:00,0.230390,0.230390,0.230390,0.230390,0
2026-06-17 16:05,0.218178,0.218178,0.218178,0.218178,0
